"","V1","V2","V3","V4","V5","V6","V7"
"1",-0.317477789056865,-0.261276353304858,-0.198334366884091,0.58051028521171,32.9747811551404,147.992977196186,32.1669192800658
"2",-0.331359293400788,-0.227285162436207,-0.192839526770533,0.439362322217364,-203.267828244764,456.247576921552,35.8237834326324
"3",-0.131223839449611,-0.0497177340794268,0.0897281585605333,0.551349512394281,12.3694404697,305.573437448232,0.748833290699233
"4",-0.13016613378871,-0.128377423961937,0.256763738274612,0.0471932432968252,93.7210032564343,-110.64333139253,-27.4353486532977
"5",0,0,0,0,0,0,0
"6",0,0,0,0,0,0,0
"7",0,0,0,0,0,0,0
